study,name,label,label_de,description,description_de,analysis_unit,conceptual_dataset,period
soep-core-preview,kpluecke,Data from individual catch-up questionnaire which refers to 1994,,,,p,raw-org/net,1995
soep-core-preview,lh,Data from household questionnaires 1995,,,,h,raw-org/net,1995
soep-core-preview,lhbrutto,Gross household data 1995,,,,h,raw-org/gross,1995
soep-core-preview,lhgen,Generated Household Data 1995,,,,h,raw-gen,1995
soep-core-preview,lifespell,Spell Information on the Pre- and Post-Survey History of SOEP-Respondents,,,,p,tl-spell,0
soep-core-preview,lkind,Data on children from household questionnaire 1995,,,,p,raw-org/net,1995
soep-core-preview,lp,Data from individual questionnaires 1995,,,,p,raw-org/net,1995
soep-core-preview,lpausl,Migrant specific questions from individual questionnaire 1995,,,,p,raw-org/net,1995
soep-core-preview,lpbrutto,Gross individual data 1995,,,,p,raw-org/gross,1995
soep-core-preview,lpequiv,Cross-national equivalent file 1995,,,,p,raw-gen,1995
soep-core-preview,lpgen,Generated individual data 1995,,,,p,raw-gen,1995
soep-core-preview,lpkal,Individual calendar 1995,,,,p,raw-gen,1995
soep-core-preview,lpluecke,Data from individual catch-up questionnaire which refers to 1995,,,,p,raw-org/net,1996
soep-core-preview,mh,Data from household questionnaires 1996,,,,h,raw-org/net,1996
soep-core-preview,mhbrutto,Gross household data 1996,,,,h,raw-org/gross,1996
soep-core-preview,mhgen,Generated Household Data 1996,,,,h,raw-gen,1996
soep-core-preview,migspell,Migration history,,"MIGSPELL is a dataset in spell-format in which only the population surveyed in the new IAB-SOEP migration sample (Sample M) is included. With the new IAB-SOEP Migration sample, migration history data was collected for the first time. This was done by means of a loop structure in the questionnaire. Two different loops were included: the one aimed at persons born abroad (i.e. migrants) and the one aimed at persons born in Germany. The dataset MIGSPELL was created in order to facilitate the use of this complex part of the questionnaire describing the migration biography of respondents. [A detailed documentation is included in the documentation about biography data in the SOEP.](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0266.pdf#page=36)",,p,tl-spell,0
soep-core-preview,mihinc,Multiple imputed data on monthly household income,,,,h,tl-gen,0
soep-core-preview,mkind,Data on children from household questionnaire 1996,,,,p,raw-org/net,1996
soep-core-preview,mp,Data from individual questionnaires 1996,,,,p,raw-org/net,1996
soep-core-preview,mpbrutto,Gross individual data 1996,,,,p,raw-org/gross,1996
soep-core-preview,mpequiv,Cross-national equivalent file 1996,,,,p,raw-gen,1996
soep-core-preview,mpgen,Generated individual data 1996,,,,p,raw-gen,1996
soep-core-preview,mpkal,Individual calendar 1996,,,,p,raw-gen,1996
soep-core-preview,mpluecke,Data from individual catch-up questionnaire which refers to 1996,,,,p,raw-org/net,1997
soep-core-preview,nh,Data from household questionnaires 1997,,,,h,raw-org/net,1997
soep-core-preview,nhbrutto,Gross household data 1997,,,,h,raw-org/gross,1997
soep-core-preview,nhgen,Generated Household Data 1997,,,,h,raw-gen,1997
soep-core-preview,nkind,Data on children from household questionnaire 1997,,,,p,raw-org/net,1997
soep-core-preview,np,Data from individual questionnaires 1997,,,,p,raw-org/net,1997
soep-core-preview,npbrutto,Gross individual data 1997,,,,p,raw-org/gross,1997
soep-core-preview,npequiv,Cross-national equivalent file 1997,,,,p,raw-gen,1997
soep-core-preview,npgen,Generated individual data 1997,,,,p,raw-gen,1997
soep-core-preview,npkal,Individual calendar 1997,,,,p,raw-gen,1997
soep-core-preview,npluecke,Data from individual catch-up questionnaire which refers to 1997,,,,p,raw-org/net,1998
soep-core-preview,oh,Data from household questionnaires 1998,,,,h,raw-org/net,1998
soep-core-preview,ohbrutto,Gross household data 1998,,,,h,raw-org/gross,1998
soep-core-preview,ohgen,Generated Household Data 1998,,,,h,raw-gen,1998
soep-core-preview,okind,Data on children from household questionnaire 1998,,,,p,raw-org/net,1998
soep-core-preview,op,Data from individual questionnaires 1998,,,,p,raw-org/net,1998
soep-core-preview,opbrutto,Gross individual data 1998,,,,p,raw-org/gross,1998
soep-core-preview,opequiv,Cross-national equivalent file 1998,,,,p,raw-gen,1998
soep-core-preview,opgen,Generated individual data 1998,,,,p,raw-gen,1998
soep-core-preview,opkal,Individual calendar 1998,,,,p,raw-gen,1998
soep-core-preview,opluecke,Data from individual catch-up questionnaire which refers to 1998,,,,p,raw-org/net,1999
soep-core-preview,P-File,,,,,,eu-silc-clone,0
soep-core-preview,pbiospe,Generated biographical information,,,,p,tl-spell,0
soep-core-preview,pbr_exit,Cumulated Exit,,"Cumulated register of persons with final exit, mostly due to death or moving abroad.",,p,tl-track,0
soep-core-preview,pbr_hhch,PBR_HHCH,,,,p,tl-survey,0
soep-core-preview,pbrutto,Gross Individual Data,,Individual level data of gross sample. It is keyed on PID (Person ID) and SYEAR (Survey Year). It contains mostly information from the field process.,,p,tl-org/gross,0
soep-core-preview,pequiv,Cross-national equivalent file (long),,"Contains individual-level and household-level data to ensure a harmonized cross-country comparison. It is keyed on PID (Person ID) and SYEAR (Survey Year), see http://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.432052.de/diw_ssp0143_pequiv.pdf.",,p,tl-gen,0
soep-core-preview,pflege,Persons needing care within the household,,,,p,tl-gen,0
soep-core-preview,pgen,Generated Individual Data,,Contains individual-level generated data to ensure complete and consitent information over time. It is keyed on PID (Person ID) and SYEAR (Survey Year).,,p,tl-gen,0
soep-core-preview,ph,Data from household questionnaires 1999,,,,h,raw-org/net,1999
soep-core-preview,phbrutto,Gross household data 1999,,,,h,raw-org/gross,1999
soep-core-preview,phgen,Generated Household Data 1999,,,,h,raw-gen,1999
soep-core-preview,phrf,Weighting and staying probabilities,,,,p,raw-survey,0
soep-core-preview,pkal,Individual calendar (long),,Contains individual-level generated data by transforming the calendar information of the individual questionnaire from condensed string format to explicit variables for each month. It is keyed on PID (Person ID) and SYEAR (Survey Year).,,p,tl-gen,0
soep-core-preview,pkind,Data on children from household questionnaire 1999,,,,p,raw-org/net,1999
soep-core-preview,pl,Data from individual questionnaire (long),,Contains individual-level data for respondents by answering the annual individual questionnaire. It is keyed on PID (Person ID) and SYEAR (Survey Year),,p,tl-org/net,0
soep-core-preview,plueckel,Catch-up questionnaire,,,,p,tl-org/net,0
soep-core-preview,pp,Data from individual questionnaire 1999,,,,p,raw-org/net,1999
soep-core-preview,ppath,Individual Tracking File,,"Multi-wave core information and respondent status for each year, see also PPFADL",,p,tl-track,0
soep-core-preview,ppathl,Individual Tracking File,,"Person core information and respondent status for each year in long format. It contains one record for each individual and year a person has been a member of a respondent household. It is keyed on PID, the Cross-Wave Person Identifier, and SYEAR, the survey year identifier. It contains the Household ID, and never changing individual characteristics, individual weights, as well as the response status, for that individual at each wave, see http://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.432038.de/diw_ssp0150_ppfad.pdf.",,p,tl-track,0
soep-core-preview,ppbrutto,Gross individual data 1999,,,,p,raw-org/gross,1999
soep-core-preview,ppequiv,Cross-national equivalent file 1999,,,,p,raw-gen,1999
soep-core-preview,ppfad,Individual Tracking File,,,,p,raw-track,0
soep-core-preview,ppgen,Generated individual data 1999,,,,p,raw-gen,1999
soep-core-preview,ppkal,Individual calendar 1999,,,,p,raw-gen,1999
soep-core-preview,ppluecke,Data from individual catch-up questionnaire which refers to 1999,,,,p,raw-org/net,2000
soep-core-preview,pwealth,Wealth module,,,,p,tl-gen,0
soep-core-preview,qh,Data from household questionnaires 2000,,,,h,raw-org/net,2000
soep-core-preview,qhbrutto,Gross household data 2000,,,,h,raw-org/gross,2000
soep-core-preview,qhgen,Generated Household Data 2000,,,,h,raw-gen,2000
soep-core-preview,qjugend,Data from youth questionnaire for 16-17-year-olds 2000,,,,p,raw-org/net,2000
soep-core-preview,qkind,Data on children from household questionnaire 2000,,,,p,raw-org/net,2000
soep-core-preview,qp,Data from individual questionnaires 2000,,,,p,raw-org/net,2000
soep-core-preview,qpbrutto,Gross individual data 2000,,,,p,raw-org/gross,2000
soep-core-preview,qpequiv,Cross-national equivalent file 2000,,,,p,raw-gen,2000
soep-core-preview,qpgen,Generated individual data 2000,,,,p,raw-gen,2000
soep-core-preview,qpkal,Individual calendar 2000,,,,p,raw-gen,2000
soep-core-preview,qpluecke,Data from individual catch-up questionnaire which refers to 2000,,,,p,raw-org/net,2001
soep-core-preview,R-File,,,,,,eu-silc-clone,0
soep-core-preview,refugspell,Migration history,,"REFUGSPELL is a dataset in spell-format in which only the population surveyed in the new IAB-BAMF-SOEP refugee sample (Sample M3/M4) is included, similar to MIGSPELL. The migration history was collected by means of a loop structure in the questionnaire. The dataset REFUGSPELL was created in order to facilitate the use of this complex part of the questionnaire describing the migration biography of respondents. [A detailed documentation is included in the documentation about biography data in the SOEP.](http://www.diw.de/de/diw_02.c.238110.de/generierte_variablen.html)",,p,tl-spell,0
soep-core-preview,rh,Data from household questionnaires 2001,,,,h,raw-org/net,2001
soep-core-preview,rhbrutto,Gross household data 2001,,,,h,raw-org/gross,2001
soep-core-preview,rhgen,Generated Household Data 2001,,,,h,raw-gen,2001
soep-core-preview,rjugend,Data from youth questionnaire for 16-17-year-olds 2001,,,,p,raw-org/net,2001
soep-core-preview,rkind,Data on children from household questionnaire 2001,,,,p,raw-org/net,2001
soep-core-preview,rp,Data from individual questionnaires 2001,,,,p,raw-org/net,2001
soep-core-preview,rpbrutto,Gross individual data 2001,,,,p,raw-org/gross,2001
soep-core-preview,rpequiv,Cross-national equivalent file 2001,,,,p,raw-gen,2001
soep-core-preview,rpgen,Generated individual data 2001,,,,p,raw-gen,2001
soep-core-preview,rpkal,Individual calendar 2001,,,,p,raw-gen,2001
soep-core-preview,rpluecke,Data from individual catch-up questionnaire which refers to 2001,,,,p,raw-org/net,2002
soep-core-preview,sh,Data from household questionnaires 2002,,,,h,raw-org/net,2002
soep-core-preview,shbrutto,Gross household data 2002,,,,h,raw-org/gross,2002
soep-core-preview,shgen,Generated Household Data 2002,,,,h,raw-gen,2002
soep-core-preview,sjugend,Data from youth questionnaire for 16-17-year-olds 2002,,,,p,raw-org/net,2002
soep-core-preview,skind,Data on children from household questionnaire 2002,,,,p,raw-org/net,2002
soep-core-preview,sozkalen,[deprecated] Spell data on social benefits,,,,p,raw-spell,0
soep-core-preview,sp,Data from individual questionnaires 2002,,,,p,raw-org/net,2002
soep-core-preview,spbrutto,Gross individual data 2002,,,,p,raw-org/gross,2002
soep-core-preview,spequiv,Cross-national equivalent file 2002,,,,p,raw-gen,2002
soep-core-preview,spgen,Generated individual data 2002,,,,p,raw-gen,2002
soep-core-preview,spkal,Individual calendar 2002,,,,p,raw-gen,2002
soep-core-preview,spluecke,Data from individual catch-up questionnaire which refers to 2002,,,,p,raw-org/net,2003
soep-core-preview,th,Data from household questionnaires 2003,,,,h,raw-org/net,2003
soep-core-preview,thbrutto,Gross household data 2003,,,,h,raw-org/gross,2003
soep-core-preview,thgen,Generated Household Data 2003,,,,h,raw-gen,2003
soep-core-preview,timepref,Experiment on time preferences,,,,p,tl-gen,0
soep-core-preview,tjugend,Data from youth questionnaire for 16-17-year-olds 2003,,,,p,raw-org/net,2003
soep-core-preview,tkind,Data on children from household questionnaire 2003,,,,p,raw-org/net,2003
soep-core-preview,tp,Data from individual questionnaires 2003,,,,p,raw-org/net,2003
soep-core-preview,tpbrutto,Gross individual data 2003,,,,p,raw-org/gross,2003
soep-core-preview,tpequiv,Cross-national equivalent file 2003,,,,p,raw-gen,2003
soep-core-preview,tpgen,Generated individual data 2003,,,,p,raw-gen,2003
soep-core-preview,tpkal,Individual calendar 2003,,,,p,raw-gen,2003
soep-core-preview,tpluecke,Data from individual catch-up questionnaire which refers to 2003,,,,p,raw-org/net,2004
soep-core-preview,trust,Experiment on trust,,,,p,tl-gen,0
soep-core-preview,uh,Data from household questionnaires 2004,,,,h,raw-org/net,2004
soep-core-preview,uhbrutto,Gross household data 2004,,,,h,raw-org/gross,2004
soep-core-preview,uhgen,Generated Household Data 2004,,,,h,raw-gen,2004
soep-core-preview,ujugend,Data from youth questionnaire for 16-17-year-olds 2004,,,,p,raw-org/net,2004
soep-core-preview,ukind,Data on children from household questionnaire 2004,,,,p,raw-org/net,2004
soep-core-preview,up,Data from individual questionnaires 2004,,,,p,raw-org/net,2004
soep-core-preview,upbrutto,Gross individual data 2004,,,,p,raw-org/gross,2004
soep-core-preview,upequiv,Cross-national equivalent file 2004,,,,p,raw-gen,2004
soep-core-preview,upgen,Generated individual data 2004,,,,p,raw-gen,2004
soep-core-preview,upkal,Individual calendar 2004,,,,p,raw-gen,2004
soep-core-preview,upluecke,Data from individual catch-up questionnaire which refers to 2004,,,,p,raw-org/net,2005
soep-core-preview,vh,Data from household questionnaires 2005,,,,h,raw-org/net,2005
soep-core-preview,vhbrutto,Gross household data 2005,,,,h,raw-org/gross,2005
soep-core-preview,vhgen,Generated Household Data 2005,,,,h,raw-gen,2005
soep-core-preview,vjugend,Data from youth questionnaire for 16-17-year-olds 2005,,,,p,raw-org/net,2005
soep-core-preview,vkind,Data on children from household questionnaire 2005,,,,p,raw-org/net,2005
soep-core-preview,vp,Data from individual questionnaires 2005,,,,p,raw-org/net,2005
soep-core-preview,vpbrutto,Gross individual data 2005,,,,p,raw-org/gross,2005
soep-core-preview,vpequiv,Cross-national equivalent file 2005,,,,p,raw-gen,2005
soep-core-preview,vpgen,Generated individual data 2005,,,,p,raw-gen,2005
soep-core-preview,vpkal,Individual calendar 2005,,,,p,raw-gen,2005
soep-core-preview,vpl,Questionnaire: the deceased person,,,,p,tl-org/net,0
soep-core-preview,vpluecke,Data from individual catch-up questionnaire which refers to 2005,,,,p,raw-org/net,2006
soep-core-preview,wh,Data from household questionnaires 2006,,,,h,raw-org/net,2006
soep-core-preview,whbrutto,Gross household data 2006,,,,h,raw-org/gross,2006
soep-core-preview,whgen,Generated Household Data 2006,,,,h,raw-gen,2006
soep-core-preview,wjugend,Data from youth questionnaire for 16-17-year-olds 2006,,,,p,raw-org/net,2006
soep-core-preview,wkind,Data on children from household questionnaire 2006,,,,p,raw-org/net,2006
soep-core-preview,wp,Data from individual questionnaires 2006,,,,p,raw-org/net,2006
soep-core-preview,wpbrutto,Gross individual data 2006,,,,p,raw-org/gross,2006
soep-core-preview,wpequiv,Cross-national equivalent file 2006,,,,p,raw-gen,2006
soep-core-preview,wpgen,Generated individual data 2006,,,,p,raw-gen,2006
soep-core-preview,wpkal,Individual calendar 2006,,,,p,raw-gen,2006
soep-core-preview,wpluecke,Data from individual catch-up questionnaire which refers to 2006,,,,p,raw-org/net,2007
soep-core-preview,xh,Data from household questionnaires 2007,,,,h,raw-org/net,2007
soep-core-preview,xhbrutto,Gross household data 2007,,,,h,raw-org/gross,2007
soep-core-preview,xhgen,Generated Household Data 2007,,,,h,raw-gen,2007
soep-core-preview,xjugend,Data from youth questionnaire for 16-17-year-olds 2007,,,,p,raw-org/net,2007
soep-core-preview,xkind,Data on children from household questionnaire 2007,,,,p,raw-org/net,2007
soep-core-preview,xp,Data from individual questionnaires 2007,,,,p,raw-org/net,2007
soep-core-preview,xpbrutto,Gross individual data 2007,,,,p,raw-org/gross,2007
soep-core-preview,xpequiv,Cross-national equivalent file 2007,,,,p,raw-gen,2007
soep-core-preview,xpgen,Generated individual data 2007,,,,p,raw-gen,2007
soep-core-preview,xpkal,Individual calendar 2007,,,,p,raw-gen,2007
soep-core-preview,xpluecke,Data from individual catch-up questionnaire which refers to 2007,,,,p,raw-org/net,2008
soep-core-preview,yh,Data from household questionnaires 2008,,,,h,raw-org/net,2008
soep-core-preview,yhbrutto,Gross household data 2008,,,,h,raw-org/gross,2008
soep-core-preview,yhgen,Generated Household Data 2008,,,,h,raw-gen,2008
soep-core-preview,yjugend,Data from youth questionnaire for 16-17-year-olds 2008,,,,p,raw-org/net,2008
soep-core-preview,ykind,Data on children from household questionnaire 2008,,,,p,raw-org/net,2008
soep-core-preview,yp,Data from individual questionnaires 2008,,,,p,raw-org/net,2008
soep-core-preview,ypbrutto,Gross individual data 2008,,,,p,raw-org/gross,2008
soep-core-preview,ypequiv,Cross-national equivalent file 2008,,,,p,raw-gen,2008
soep-core-preview,ypgen,Generated individual data 2008,,,,p,raw-gen,2008
soep-core-preview,ypkal,Individual calendar 2008,,,,p,raw-gen,2008
soep-core-preview,ypluecke,Data from individual catch-up questionnaire which refers to 2008,,,,p,raw-org/net,2009
soep-core-preview,zh,Data from household questionnaires 2009,,,,h,raw-org/net,2009
soep-core-preview,zhbrutto,Gross household data 2009,,,,h,raw-org/gross,2009
soep-core-preview,zhgen,Generated Household Data 2009,,,,h,raw-gen,2009
soep-core-preview,zjugend,Data from youth questionnaire for 16-17-year-olds 2009,,,,p,raw-org/net,2009
soep-core-preview,zkind,Data on children from household questionnaire 2009,,,,p,raw-org/net,2009
soep-core-preview,zp,Data from individual questionnaires 2009,,,,p,raw-org/net,2009
soep-core-preview,zpbrutto,Gross individual data 2009,,,,p,raw-org/gross,2009
soep-core-preview,zpequiv,Cross-national equivalent file 2009,,,,p,raw-gen,2009
soep-core-preview,zpgen,Generated individual data 2009,,,,p,raw-gen,2009
soep-core-preview,zpkal,Individual calendar 2009,,,,p,raw-gen,2009
soep-core-preview,zpluecke,Data from individual catch-up questionnaire which refers to 2009,,,,p,raw-org/net,2010
soep-core-preview,zvp,Data from deceased individual questionnaire 2009,,,,p,raw-org/net,2009
